col1,SOURCE_ID,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,Gaia_G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,Gaia_Bp,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,Gaia_Rp,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,original_psc_source_id,designation,allwise_oid,allwise_oid_2,Jmag,Hmag,Kmag,ph_qual,W1,W2,W3,W4,wise_phq,Gaia_G-Gaia_Bp,Gaia_G-Gaia_Rp,Gaia_Bp-Gaia_Rp,Jmag-Hmag,Jmag-Kmag,Hmag-Kmag,W1-W2,W1-W3,W1-W4,W2-W3,W2-W4,W3-W4,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra_x,pmdec_x,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
50164,3377100525349710848,1636148068921376768,Gaia DR3 3377100525349710848,3377100525349710848,572069119,2016.0,93.83802871023067,0.030985473,22.89164281577613,0.026319161,0.6371968388079066,0.03484844,18.284801,2.3293521,0.6445410155176813,0.03870583,-2.23840297719145,0.029090097,-0.17666863,0.22872733,-0.103432715,0.073271275,-0.28263432,0.026455188,-0.3393999,0.21415843,-0.046848107,-0.14436673,200,0,200,0,15.109869,627.75995,0.20677558,17.784618,31,False,1.3308659,,,,,,,,23,14,0.05465965,24,9,0,0.01670915,4.530173,0,0,1.8535638,0.2620046,0.25400996,0.3619157,0.7446605,-45.49123,8.228386,-32.812496,-44.353462,False,191,45799.72660546766,28.06635,1631.8376,14.03521,20,12470.410580232616,28.269152,441.1314,15.098841,21,49932.466777604655,90.93592,549.0951,13.001938,1.3625164,0,0,0,0,0,2.0969028,1.063631,1.0332718,8.581698,6.179825,2.0,11.0,0.0,9.0,9.092299,,,932.2439,,5500.0,4.5,0.0,0.0,,,,12.49747,0.046444137,11.0,,NOT_AVAILABLE,188.56636847462,2.7977184921977094,93.53550239358668,-0.5005471672071935,False,False,0,True,True,False,False,False,True,True,False,1.0214869e-13,5.102276e-13,0.9999875,6863.535,6590.046,6932.8203,3.2647,3.1849,3.3073,-0.0943,-0.1014,-0.0861,1555.5042,1485.2561,1665.976,3.8922,3.7476,3.9255,3.0178,2.8853,3.0487,1.6636,1.5883,1.6811,A,06152112+2253299,06152112+2253299,518364090,518364090,11.353,10.452,9.522,AAA,7.561,6.296,3.664,1.912,AAAA,-1.063631,1.0332718,2.0969028,0.901,1.8309994,0.92999935,1.2649999999999997,3.897,5.649,2.632,4.384,1.7520000000000002,2MASS J06152112+2253299,93.8380246163,22.8916528543,0.0,0.0,90.0, LP*,2,06 15 21.12591,+22 53 29.9503,A,2018yCat.1345....0G,LongPeriodV*,*|LP*|NIR|ev,6.0,4.08,2e-05,1.36e-05,K5,,0.6444,0.0596,0.852,-2.252,0.12,0.099,90.0,,,,,,14.343,11.353,10.452,9.522,,15.676,14.161,,,0.038605
78109,5940036531706441344,1636148068921376768,Gaia DR3 5940036531706441344,5940036531706441344,1119115640,2016.0,252.31957930676649,0.07109081,-46.23834778317429,0.04143292,1.0001802136099422,0.07549454,13.248377,3.488072,0.3413405422826114,0.11500862,-3.471329972575626,0.07798246,-0.09306888,-0.13398787,0.22028689,-0.1832725,0.11601403,-0.13213742,-0.008971489,0.1493706,0.1372885,-0.03874808,350,0,350,0,0.5501015,378.64127,0.0,0.0,31,False,1.255914,,,,,,,,40,18,0.16031452,43,17,0,0.066823915,1.1755174,0,0,1.0200422,0.1719658,0.4667177,0.11847419,0.16106686,-150.1521,6.6401315,-10.71553,-37.330463,False,356,1982.6632899624603,76.62905,25.87352,17.444244,39,409.5203809532322,54.91518,7.4573255,18.807854,40,2628.100093786743,286.2065,9.18253,16.198792,1.5320909,0,10,0,11,0,2.6090622,1.3636093,1.2454529,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,339.5009720731534,-0.9470211657926368,256.7470344065053,-23.60919321131445,False,False,0,True,False,False,False,False,False,True,False,1.0244451e-13,5.1170515e-13,0.9999582,,,,,,,,,,,,,,,,,,,,,,,16491670-4614180,16491670-4614180,117422138,117422138,13.994,12.529,11.601,AAA,10.122,8.688,6.022,3.725,AAAA,-1.3636093,1.2454529,2.6090622,1.4650002,2.3930006,0.92800045,1.4339999999999993,4.1,6.397,2.6660000000000004,4.963000000000001,2.297,SPH 160,252.3195771134,-46.238332355,0.0,0.0,90.0, Y*?,3,16 49 16.69851,-46 14 17.9965,A,2020yCat.1350....0G,YSO_Candidate,*|EmO|MIR|NIR|Y*?,,,,,,,1.0002,0.0755,0.341,-3.471,0.115,0.078,90.0,,,,,,,13.994,12.529,11.601,,,,,,0.055809
152702,4319914497593917696,1636148068921376768,Gaia DR3 4319914497593917696,4319914497593917696,61341446,2016.0,290.5885968387514,0.034389384,14.78931347157665,0.032468718,0.562666156517253,0.050579388,11.124416,4.2327614,-1.686534513391044,0.044736054,-3.8822506858642143,0.0398724,0.37875432,-0.3789589,-0.34635967,0.17730796,-0.41716027,-0.13451676,0.2955361,0.1594945,-0.4549247,-0.0062422766,322,0,321,1,6.2565722,515.54065,0.20449077,6.2270513,31,False,1.296021,,,,,,,,37,18,0.065623865,46,15,0,0.07017116,84.36922,0,0,1.2577882,0.15512457,0.2851663,0.37837803,0.43004128,-143.14229,-42.343563,-12.119019,-44.311504,False,360,11690.017405415563,72.74172,160.70581,15.517829,43,2743.577164893341,60.07634,45.668182,16.74275,43,13941.85470567743,274.5317,50.784134,14.3870945,1.4273231,0,0,0,0,0,2.3556557,1.2249212,1.1307344,16.791752,7.642283,2.0,20.0,3.0,12.0,4.570217,,,883.89813,,5500.0,4.5,0.0,0.0,,,,13.789192,0.08588768,18.0,,VARIABLE,49.57906222006864,0.0382706963743144,295.00767499145144,36.458184443965095,False,False,0,True,False,False,True,False,False,True,False,1.0215875e-13,6.04083e-13,0.9999865,,,,,,,,,,,,,,,,,,,,,,,19222125+1447215,19222125+1447215,472169117,472169117,12.403,11.526,10.567,AAA,8.751,7.538,4.183,2.453,AAAA,-1.2249212,1.1307344,2.3556557,0.87699986,1.8359995,0.95899963,1.2129999999999992,4.568,6.298,3.3550000000000004,5.085000000000001,1.73,IRAS 19200+1441,290.5886045913,14.789330726,0.0,0.0,90.0, AB?,3,19 22 21.26510,+14 47 21.5906,A,2020yCat.1350....0G,AGB*_Candidate,*|AB?|IR|MIR|NIR|Y*?,,,,,,,0.5627,0.0506,-1.687,-3.882,0.045,0.04,90.0,,,,,,,12.403,11.53,10.57,,,,,,0.067724
120694,5863302886525216640,1636148068921376768,Gaia DR3 5863302886525216640,5863302886525216640,1409594148,2016.0,198.43823362379527,0.007313901,-62.10927190817261,0.008771862,0.291843103963226,0.01164337,25.065176,4.695935,-4.603760291755207,0.00878372,-0.925847074461547,0.011616224,0.22658378,-0.04709284,-0.039182868,0.16921717,-0.06762525,0.16184844,0.040299974,0.110195965,0.11592923,0.382351,506,506,495,11,-6.4440384,741.2173,0.057892565,4.7364616,31,True,1.5233896,,,,,,,,58,27,0.017279344,73,24,0,0.027035847,123.027916,0,0,0.8007536,,,,,,,,,False,597,372717.9422304093,306.20795,1217.2053,11.758916,68,189061.12874672472,376.20538,502.54764,12.147037,68,271142.0981861227,712.1293,380.7484,11.164903,1.2347225,0,1,0,0,0,0.98213387,0.38812065,0.5940132,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.5385322171408,0.6494871083922915,227.6775096660224,-48.76882899013879,False,False,0,True,True,False,False,False,False,True,False,9.322287e-10,1.094913e-10,0.9999809,,,,,,,,,,,,,,,,,,,,,,,13134518-6206333,13134518-6206333,49569658,49569658,10.296,9.736,8.755,AAA,6.611,5.335,3.074,1.48,AAAA,-0.38812065,0.5940132,0.98213387,0.55999947,1.5409994,0.98099995,1.2759999999999998,3.537,5.131,2.261,3.855,1.594,THA 17-23,198.4382773641,-62.1092677933,0.0,0.0,90.0, Em*,7,13 13 45.18657,-62 06 33.3641,A,2020yCat.1350....0G,EmLine*,*|Em*|IR|MIR|NIR,,,,,M2/3,,0.2918,0.0116,-4.604,-0.926,0.009,0.012,90.0,,,,12.88,12.04,,10.296,9.736,8.755,,,,,,0.075135
36477,5615094493092001280,1636148068921376768,Gaia DR3 5615094493092001280,5615094493092001280,1755574805,2016.0,114.22516864307514,0.0151894,-24.616631860128585,0.022068147,0.7305185993245467,0.03103665,23.537289,3.7866678,-3.5634660604529307,0.02008719,1.280844256967307,0.02918324,0.17976466,0.1036705,-0.3295119,-0.1409297,0.099247195,-0.1535699,-0.093701854,0.024018437,-0.19930428,0.045640137,648,9,648,0,42.061802,3541.9905,0.26328698,69.09346,31,False,1.4215627,,,,,,,,74,26,0.04087619,79,38,0,0.057693847,90.10437,0,0,2.3780174,,,,,,,,,False,637,66919.95516090443,190.66977,350.97308,13.623478,72,26686.88901350767,192.42337,138.6884,14.272798,72,60847.47972317252,646.6909,94.090515,12.787289,1.3080459,0,1,0,1,0,1.4855089,0.64931965,0.83618927,37.85544,1.9016742,2.0,34.0,9.0,16.0,19.20196,,,830.22546,,5500.0,4.5,0.0,0.0,,,,12.356294,0.03134781,25.0,,NOT_AVAILABLE,239.84408853371147,-1.747089014046513,122.08738887488896,-45.39401419464152,False,False,0,True,True,False,False,False,True,True,False,2.1051442e-11,1.2787449e-10,0.99999356,5462.2363,5445.365,5509.0225,3.4039,3.3682,3.4574,-0.8224,-0.8568,-0.7635,1155.1307,1095.8529,1199.1458,1.4488,1.4366,1.4803,1.1454,1.1354,1.1717,0.6273,0.6219,0.6418,MARCS,07365404-2436598,07365404-2436598,237394548,237394548,12.52,11.591,10.552,AAA,8.426,7.134,4.141,2.178,AAAA,-0.64931965,0.83618927,1.4855089,0.92900085,1.9680004,1.0389996,1.2919999999999998,4.285,6.248,2.9930000000000003,4.956,1.963,ATO J114.2251-24.6166,114.2251851848,-24.6166360672,0.0,0.0,90.0,  V*,1,07 36 54.04444,-24 36 59.8898,A,2018yCat.1345....0G,Variable*,*|MIR|NIR|Opt|V*,,,,,,,0.6367,0.0321,-3.381,0.929,0.045,0.042,90.0,,,,16.258,15.308,14.461,12.52,11.591,10.552,,15.642,14.601,14.224,,0.056217
168287,1836739744787715456,1636148068921376768,Gaia DR3 1836739744787715456,1836739744787715456,784441679,2016.0,301.75904657558067,0.0073941094,27.50742825891996,0.009442229,0.7122708578858825,0.0137250535,51.89567,5.1174755,-2.219387417061917,0.010257543,-4.611168257281888,0.011450443,-0.12562664,0.066818036,-0.25084597,-0.021816932,0.19316025,-0.04703894,-0.13011895,-0.18860741,-0.15079206,-0.062110603,522,0,522,0,0.6207181,497.2028,0.0,1.7677462e-15,31,False,1.332092,,,,,,,,59,26,0.016066527,63,30,0,0.008616886,146.49924,0,0,1.0187166,0.071480274,0.27210906,0.0661418,0.4520487,-14.188964,74.68594,-40.25024,-17.800236,False,542,83975.85733024833,55.498753,1513.1125,13.376981,61,23461.96184708337,46.06798,509.28998,14.412631,60,90855.37686618249,189.4636,479.54004,12.352019,1.3613119,0,2,0,0,0,2.0606117,1.0356503,1.0249615,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,65.79310824343246,-2.5840335539906234,312.57149474145257,46.363624220240446,False,False,0,False,False,False,False,False,False,True,False,1.022076e-13,5.1052185e-13,0.9999817,,,,,,,,,,,,,,,,,,,,,,,20070217+2730268,20070217+2730268,543913165,543913165,10.786,10.085,9.081,AAA,6.966,5.541,2.918,1.238,AAAA,-1.0356503,1.0249615,2.0606117,0.7010002,1.7049999,1.0039997,1.4249999999999998,4.048,5.728,2.623,4.303000000000001,1.6800000000000002,IRAS 20049+2721,301.7590576968,27.507448753,0.0,0.0,90.0, Y*O,8,20 07 02.17385,+27 30 26.8155,A,2020yCat.1350....0G,YSO,*|Em*|IR|MIR|NIR|X|Y*O,,,,,,,0.7123,0.0137,-2.219,-4.611,0.01,0.011,90.0,,,,15.721,14.161,13.192,10.786,10.085,9.081,,,13.465,12.425,,0.08188
52058,896737120698281344,1636148068921376768,Gaia DR3 896737120698281344,896737120698281344,624911732,2016.0,109.37056808119796,0.04945986,35.08167661899714,0.043808702,0.5409546986489324,0.050727352,10.663964,9.107831,1.3341250788922738,0.05782941,-9.009588740308736,0.054689724,-0.14092216,-0.26686215,-0.22764708,0.3504225,-0.1461465,0.3421985,-0.38186115,0.061644047,-0.06970674,-0.29558402,177,177,177,0,4.3694015,3882.7444,0.364607,151.71358,31,False,1.1840047,,,,,,,,20,14,0.09346465,21,8,4,0.13634567,97.087265,3,0,1.2425193,,,,,,,,,False,176,1436253.3620084368,11689.783,122.86398,10.29429,21,107395.18746573084,3752.2183,28.621786,12.76108,21,2242772.444921145,48286.16,46.44752,8.870933,1.6363183,0,1,0,0,0,3.8901472,2.4667902,1.423357,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,182.9433322610593,20.161072196109625,106.15602055366573,12.722487253636013,False,False,0,False,False,False,True,False,False,True,False,1.0204125e-13,5.09691e-13,0.99999815,,,,,,,,,,,,,,,,,,,,,,,07172892+3504541,07172892+3504541,584323100,584323100,6.418,5.516,5.182,AAA,6.132,4.869,4.256,3.4,AAAA,-2.4667902,1.423357,3.8901472,0.9020004,1.2360001,0.33399963,1.263,1.876,2.732,0.6129999999999995,1.469,0.8560000000000003,StKM 1-635,109.3705608354,35.0817166616,0.0,0.0,90.0, LP?,3,07 17 28.93460,+35 04 54.1800,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|LP?|NIR|V*,,,,,M4,,0.541,0.0507,1.334,-9.01,0.058,0.055,90.0,,,,,13.5,,6.418,5.516,5.182,,,,,,0.145725
33682,5616560485682429824,1636148068921376768,Gaia DR3 5616560485682429824,5616560485682429824,280682919,2016.0,111.270627628954,0.0121518485,-25.76376881972977,0.017366817,0.7195279423040317,0.021848798,32.93215,4.1635966,-2.804137762390148,0.015916215,3.0777183536773647,0.021942925,0.16713455,0.08494009,-0.20566213,-0.11387262,-0.072897494,-0.11446954,-0.17058854,0.10092766,-0.14836371,0.079283655,584,0,580,4,10.912857,1038.416,0.14562161,11.293158,31,False,1.4483184,,,,,,,,66,28,0.030802691,69,30,0,0.05640844,80.42821,0,0,1.337851,0.18076317,0.35271013,0.045397177,0.22265342,-84.24354,-80.65776,11.06341,24.43492,False,589,31719.6512978942,157.01201,202.02054,14.434046,63,13102.185069716785,238.1554,55.015278,15.045183,62,28334.4059424148,373.60953,75.83962,13.61711,1.3063382,0,2,0,0,0,1.4280729,0.6111374,0.81693554,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,239.5719970394717,-4.6435341122407365,118.68623444551018,-47.1069814116823,False,False,0,True,True,False,False,False,True,True,False,1.0930205e-09,1.3596246e-09,0.9999573,5817.497,5737.7783,6077.0703,3.6004,3.534,3.7639,-3.9052,-4.0873,-3.7103,1154.3561,983.0856,1230.4861,1.4656,1.4192,1.6084,1.1827,1.1434,1.3053,0.6597,0.6379,0.7268,MARCS,07250495-2545496,07250495-2545496,230591265,230591265,11.61,10.351,9.29,AAA,8.705,7.443,4.721,2.463,AAAA,-0.6111374,0.81693554,1.4280729,1.2589998,2.3199997,1.0609999,1.2620000000000005,3.984,6.242,2.7219999999999995,4.98,2.258,2MASS J07250495-2545496,111.2706414674,-25.7637824985,0.0,0.0,90.0, TT*,20,07 25 04.95395,-25 45 49.6170,A,2020yCat.1350....0G,TTauri*,*|Ae?|EmO|IR|NIR|TT*|Y*O,,,,,B6,,0.7195,0.0218,-2.804,3.078,0.016,0.022,90.0,,,,13.61,13.13,,11.61,10.351,9.29,,,,,,0.066618
154830,4239325689754161024,1636148068921376768,Gaia DR3 4239325689754161024,4239325689754161024,1435924509,2016.0,293.09003997024263,0.016324582,-0.1919590447275215,0.014685496,0.171793816946262,0.016915116,10.156231,7.568586,-4.718465108468849,0.020303357,-5.91773458525395,0.019369967,0.3210366,0.17174828,-0.37733564,-0.32557818,-0.009178191,-0.29928562,-0.3267053,-0.24703968,-0.037938092,0.4530797,248,204,248,0,0.21101424,580.62634,0.099790834,9.633389,31,False,1.2942435,,,,,,,,28,18,0.03454512,28,14,0,0.38056135,47.17752,2,0,1.0082113,,,,,,,,,False,234,33558.0359864661,5849.592,5.736817,14.372875,25,11700.324616881138,6548.2373,1.7867899,15.168048,24,88720.42772819671,34132.49,2.5992956,12.377836,2.9924502,0,1,0,0,0,2.7902117,0.7951727,1.995039,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,37.46402903877086,-9.183521683958332,294.8885855423655,21.27440582781644,False,False,0,True,True,False,True,False,False,True,False,2.8338528e-07,5.3130455e-13,0.9998572,,,,,,,,,,,,,,,,,,,,,,,19322161-0011309,19322161-0011309,383788889,383788889,10.244,9.123,7.96,AAA,6.01,4.788,3.375,2.802,AAAA,-0.7951727,1.995039,2.7902117,1.1210003,2.2840004,1.1630001,1.2219999999999995,2.635,3.208,1.4130000000000005,1.986,0.573,V* ES Aql,293.0900609413,-0.1919327437,0.0,0.0,90.0, RC*,43,19 32 21.61463,-00 11 30.9579,A,2020yCat.1350....0G,RCrBV*,*|C*|C*?|Er*|IR|LP*|MIR|Mi*|NIR|Opt|RC*|V*|pA*,-56.338,0.007,-0.0001879,0.0,C,,0.1718,0.0169,-4.718,-5.918,0.02,0.019,90.0,,,,,11.76,12.12,10.244,9.123,7.96,,,,,,0.121097
197806,2200319927662965120,1636148068921376768,Gaia DR3 2200319927662965120,2200319927662965120,700088799,2016.0,335.25048274406765,0.043023586,58.73324146092885,0.040319674,0.521268406803211,0.04999638,10.426123,4.6703014,-3.733481580142715,0.05774025,-2.805856582970533,0.048531752,-0.12555204,0.047035925,-0.0030822428,-0.13192058,0.13829932,-0.17330772,-0.09701857,-0.2106876,0.1436402,-0.20288792,370,0,367,3,1.4491341,431.04175,0.1588096,1.2574288,31,False,1.2389581,,,,,,,,44,27,0.08357073,51,21,0,0.007449306,132.31192,0,0,1.0534002,0.18036088,0.1460537,0.13170546,0.19608249,-97.51118,32.051384,-3.9998412,-43.861378,False,384,4045.2855031406607,17.432774,232.0506,16.669994,45,623.4476567689945,16.268171,38.323154,18.351542,47,5611.956389211538,71.380646,78.62014,15.37511,1.5414002,0,2,0,2,0,2.9764318,1.6815472,1.2948847,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,104.46035128495,1.3650845361765078,16.614378914127037,60.53543850445817,False,False,0,True,False,False,False,False,False,True,False,1.0222906e-13,8.8946277e-13,0.99998474,,,,,,,,,,,,,,,,,,,,,,,22210012+5843597,22210012+5843597,691038138,691038138,12.576,11.1,9.955,AAA,8.067,6.759,4.071,1.589,AAAA,-1.6815472,1.2948847,2.9764318,1.4759998,2.6210003,1.1450005,1.3079999999999998,3.996,6.478,2.6880000000000006,5.17,2.482,IRAS 22192+5828,335.2505147142,58.7332539314,0.0,0.0,90.0, Y*O,3,22 21 00.12353,+58 43 59.7142,A,2020yCat.1350....0G,YSO,*|Em*|IR|MIR|NIR|Y*O,,,,,,,0.5213,0.05,-3.733,-2.806,0.058,0.049,90.0,,,,,,,12.576,11.1,9.955,,,16.664,15.111,,0.074725
144766,4152421080966027776,1636148068921376768,Gaia DR3 4152421080966027776,4152421080966027776,709514202,2016.0,275.22461144444765,0.02727733,-13.679189905001362,0.024879107,0.5479409094472829,0.03198005,17.133837,1.9968107,-0.6022336683979242,0.035172086,-1.9038296321683443,0.027824942,0.071198985,0.06672543,0.0043128952,-0.16470174,-0.39316416,-0.1638319,-0.25113836,-0.08635251,-0.0016254876,0.25870562,223,0,223,0,1.1997007,246.59813,0.0,0.0,31,False,1.3765956,,,,,,,,26,15,0.051176116,26,9,0,0.057864454,72.9252,0,0,1.0564443,0.29333243,0.22623798,0.45944726,0.7886166,-89.803734,-12.850511,-36.47112,42.15329,False,220,15811.180532586446,37.05997,426.6377,15.189956,24,5595.742198283896,42.605278,131.33917,15.968898,24,16776.951780483916,127.871635,131.2015,14.186112,1.414992,0,0,0,0,0,1.7827854,0.7789421,1.0038433,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,17.306971524332585,0.4042849622140437,275.14934444031144,9.666750244094567,False,False,0,True,False,False,False,False,False,True,False,3.3221453e-11,1.2021516e-09,0.9999688,,,,,,,,,,,,,,,,,,,,,,,18205390-1340450,18205390-1340450,303066603,303066603,12.48,11.537,10.326,AAA,8.02,6.794,2.51,0.827,AAAA,-0.7789421,1.0038433,1.7827854,0.94299984,2.1539993,1.2109995,1.226,5.51,7.193,4.284,5.967,1.6829999999999998,UCAC4 382-102345,275.2246141992,-13.6791814435,0.0,0.0,90.0, Y*?,1,18 20 53.90741,-13 40 45.0532,A,2020yCat.1350....0G,YSO_Candidate,*|MIR|NIR|Y*?,,,,,,,0.5479,0.032,-0.602,-1.904,0.035,0.028,90.0,,,,,,15.51,12.48,11.537,10.326,,,,,,0.031949
182649,2115217968184262784,1636148068921376768,Gaia DR3 2115217968184262784,2115217968184262784,660912563,2016.0,275.1268254862824,0.038146127,44.820103995453934,0.04425955,0.4420981990537986,0.043595392,10.140939,4.9121685,-2.9040005722677016,0.048919033,3.961840416093548,0.05455295,0.02527706,-0.020180596,-0.05192402,0.012345501,0.17555383,-0.014498904,-0.23992042,-0.06250265,-0.04814503,0.11604024,365,0,365,0,25.965023,1629.4602,0.46700454,42.33591,31,False,1.3458754,,,,,,,,43,29,0.07800637,46,19,0,0.016664198,129.58311,0,0,2.1088536,0.18930395,0.11300409,0.037327476,0.119814776,-101.59028,-80.49031,-43.900467,20.348173,False,363,13478.095201911008,35.026745,384.7944,15.363296,42,3979.723708771342,24.844736,160.18378,16.33891,42,14511.272730611608,99.45292,145.91098,14.343632,1.3719295,0,4,0,2,0,1.9952774,0.9756136,1.0196638,-11.581882,10.309608,2.0,22.0,2.0,19.0,5.4581337,,,913.0875,,3900.0,2.0,1.0,111.0,,,,13.981363,0.09546875,25.0,,NOT_AVAILABLE,72.64551333685341,23.976120878702154,279.7781248617576,68.0854387456764,True,False,0,True,False,False,False,False,True,True,False,1.375032e-13,8.5087305e-11,0.99648726,5287.9995,5257.551,5297.6636,2.7805,2.7178,2.8007,-1.4182,-1.441,-1.4044,3211.1738,3134.196,3419.9158,2.552,2.5314,2.558,1.9252,1.908,1.9303,1.066,1.056,1.0691,PHOENIX,18203044+4449123,18203044+4449123,632419408,632419408,12.788,12.082,11.827,AAA,10.76,9.378,5.339,2.959,AAAA,-0.9756136,1.0196638,1.9952774,0.7060003,0.96100044,0.2550001,1.3819999999999997,5.420999999999999,7.801,4.039,6.4190000000000005,2.3800000000000003,IRAS 18190+4447,275.126843682,44.8200863873,0.0,0.0,90.0,  IR,0,18 20 30.44248,+44 49 12.3110,A,2020yCat.1350....0G,Infrared,*|IR|NIR,,,,,,,0.4421,0.0436,-2.904,3.962,0.049,0.055,90.0,,,,,,,12.788,12.082,11.827,,,,,,0.078595
7525,205118464010485632,1636148068921376768,Gaia DR3 205118464010485632,205118464010485632,1575155226,2016.0,75.33462861262527,0.012834551,43.54742784204001,0.008871834,0.344880200779857,0.015612416,22.090124,1.2749643,-0.2460211490329714,0.021578396,-1.2510026261060336,0.016882857,0.019496752,0.09432559,-0.13475034,0.09604553,-0.13391739,0.047580767,-0.5219294,-0.05010198,0.3102988,0.06456034,353,353,353,0,0.34834388,599.93994,0.06918439,6.5720835,31,False,1.6058156,,,,,,,,41,19,0.029968731,44,17,0,0.008044722,164.38052,0,0,1.012271,,,,,,,,,False,362,218566.1994571039,347.83234,628.3665,12.338409,42,128913.08466160482,416.09778,309.8144,12.562799,41,136589.5431546445,623.7841,218.96925,11.909352,1.214747,0,0,0,0,0,0.65344715,0.22439003,0.42905712,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,162.93634854767032,0.9193596470804668,78.68857762004424,20.682314723960275,False,False,0,True,True,False,False,False,False,True,False,5.633532e-07,1.0571483e-08,0.99996346,6159.677,6157.763,6161.774,2.7396,2.7312,2.7408,-2.4992,-2.4998,-2.4981,3295.955,3291.9082,3329.7205,0.0002,0.0,0.0005,0.0002,0.0,0.0004,0.0001,0.0,0.0002,PHOENIX,05012031+4332507,05012031+4332507,626398617,626398617,11.121,10.157,8.914,AAA,7.037,5.712,3.541,2.487,AAAA,-0.22439003,0.42905712,0.65344715,0.9640007,2.2070007,1.243,1.3250000000000002,3.496,4.55,2.171,3.225,1.0539999999999998,EM* MWC  482,75.3346301212,43.5474334021,0.0,0.0,90.0, Y*O,9,05 01 20.31123,+43 32 50.7602,A,2020yCat.1350....0G,YSO,*|Em*|IR|MIR|NIR|Y*O,,,,,B2:e,,0.3449,0.0156,-0.246,-1.251,0.022,0.017,90.0,,,,12.9,12.55,12.56,11.121,10.16,8.914,,,,,,0.020399
